market,id,address,homes,phase,elapsed_days,overdue_days,before_days,after_days,before_date,after_date,days_earlier,cap_2x_days
montrose,pmt_3412-audubon-place,"3412 AUDUBON PLACE, Houston, TX 77006",1,mep_finals,41,20,41,41,2026-10-20,2026-10-20,0,41
montrose,pmt_1125-jackson-blvd,"1125 JACKSON BLVD, Houston, TX 77006",2,interior,30,0,105,105,2026-12-23,2026-12-23,0,105
montrose,pmt_1323-south-blvd,"1323 SOUTH BLVD, Houston, TX 77006",1,foundation,77,63,303,254,2027-07-09,2027-05-21,49,268
montrose,pmt_1829-maryland-st,"1829 MARYLAND ST, Houston, TX 77006",1,framing,170,149,375,247,2027-09-19,2027-05-14,128,268
montrose,pmt_4528-yoakum-blvd,"4528 YOAKUM BLVD, Houston, TX 77006",1,interior,23,0,112,112,2026-12-30,2026-12-30,0,112
montrose,pmt_4534-yoakum-blvd,"4534 YOAKUM BLVD, Houston, TX 77006",1,framing,120,99,325,247,2027-07-31,2027-05-14,78,268
montrose,pmt_4524-yoakum-blvd,"4524 YOAKUM BLVD, Houston, TX 77006",1,interior,12,0,123,123,2027-01-10,2027-01-10,0,123
montrose,pmt_1828-fairview-st,"1828 FAIRVIEW ST, Houston, TX 77006",2,foundation,,0,,,,,,
montrose,pmt_720-peden-st,"720 PEDEN ST, Houston, TX 77006",1,mep_roughs,7,0,170,170,2027-02-26,2027-02-26,0,170
montrose,pmt_4512-yoakum-blvd,"4512 YOAKUM BLVD, Houston, TX 77006",1,foundation,134,120,360,254,2027-09-04,2027-05-21,106,268
montrose,pmt_4514-yoakum-blvd,"4514 YOAKUM BLVD, Houston, TX 77006",1,foundation,134,120,360,254,2027-09-04,2027-05-21,106,268
montrose,pmt_4516-yoakum-blvd,"4516 YOAKUM BLVD, Houston, TX 77006",1,exterior,0,0,205,205,2027-04-02,2027-04-02,0,205
montrose,pmt_4518-yoakum-blvd,"4518 YOAKUM BLVD, Houston, TX 77006",1,exterior,0,0,205,205,2027-04-02,2027-04-02,0,205
montrose,pmt_718-peden-st,"718 PEDEN ST, Houston, TX 77006",1,exterior,5,0,200,200,2027-03-28,2027-03-28,0,200
montrose,pmt_1202-w-drew-st,"1202 W DREW ST, Houston, TX 77006",1,complete,,0,,,2026-07-13,2026-07-13,,
montrose,pmt_1304-welch-st,"1304 WELCH ST, Houston, TX 77006",1,framing,20,0,206,206,2027-04-03,2027-04-03,0,206
montrose,pmt_419-lovett-blvd,"419 LOVETT BLVD, Houston, TX 77006",1,interior,106,0,29,29,2026-10-08,2026-10-08,0,29
montrose,pmt_1417-vassar-st,"1417 VASSAR ST, Houston, TX 77006",1,foundation,29,15,255,254,2027-05-22,2027-05-21,1,255
montrose,pmt_1312-vassar-st,"1312 VASSAR ST, Houston, TX 77006",1,interior,23,0,112,112,2026-12-30,2026-12-30,0,112
montrose,pmt_1223-w-drew-st,"1223 W DREW ST, Houston, TX 77006",1,mep_finals,55,34,55,42,2026-11-03,2026-10-21,13,55
montrose,pmt_1501-bonnie-brae-st,"1501 BONNIE BRAE ST, Houston, TX 77006",1,complete,,0,,,2026-05-14,2026-05-14,,
montrose,pmt_4520-yoakum-blvd,"4520 YOAKUM BLVD, Houston, TX 77006",1,interior,55,0,80,80,2026-11-28,2026-11-28,0,80
montrose,pmt_1408-indiana-st-a,"1408 INDIANA ST A, Houston, TX 77006",3,framing,22,1,227,227,2027-04-24,2027-04-24,0,227
montrose,pmt_1604-sul-ross-st,"1604 SUL ROSS ST, Houston, TX 77006",1,interior,103,0,32,32,2026-10-11,2026-10-11,0,32
montrose,pmt_1603-vermont-st,"1603 VERMONT ST, Houston, TX 77006",1,complete,,0,,,2026-07-29,2026-07-29,,
montrose,pmt_4530-yoakum-blvd,"4530 YOAKUM BLVD, Houston, TX 77006",1,foundation,126,112,352,254,2027-08-27,2027-05-21,98,268
montrose,pmt_4532-yoakum-blvd,"4532 YOAKUM BLVD, Houston, TX 77006",1,foundation,126,112,352,254,2027-08-27,2027-05-21,98,268
montrose,pmt_1246-peden-st-a,"1246 PEDEN ST A, Houston, TX 77006",1,interior,36,0,99,99,2026-12-17,2026-12-17,0,99
montrose,pmt_1246-peden-st-b,"1246 PEDEN ST B, Houston, TX 77006",1,interior,41,0,94,94,2026-12-12,2026-12-12,0,94
montrose,pmt_1414-kipling-st,"1414 KIPLING ST, Houston, TX 77006",1,framing,194,173,399,247,2027-10-13,2027-05-14,152,268
montrose,pmt_4404-yupon-st,"4404 YUPON ST, Houston, TX 77006",1,foundation,,0,,,,,,
montrose,pmt_1218-bomar-st,"1218 BOMAR ST, Houston, TX 77006",1,exterior,5,0,200,200,2027-03-28,2027-03-28,0,200
montrose,pmt_608-peden-st,"608 PEDEN ST, Houston, TX 77006",1,foundation,,0,,,,,,
montrose,pmt_1615-vassar-st,"1615 VASSAR ST, Houston, TX 77006",1,interior,69,0,66,66,2026-11-14,2026-11-14,0,66
montrose,pmt_4400-yupon-st,"4400 YUPON ST, Houston, TX 77006",1,foundation,,0,,,,,,
montrose,pmt_1916-hawthorne-st,"1916 HAWTHORNE ST, Houston, TX 77098",1,mep_roughs,9,0,168,168,2027-02-24,2027-02-24,0,168
montrose,pmt_1831-branard-st,"1831 BRANARD ST, Houston, TX 77098",1,foundation,,0,,,,,,
montrose,pmt_1829-branard-st,"1829 BRANARD ST, Houston, TX 77098",1,foundation,,0,,,,,,
montrose,pmt_1811-sul-ross-st,"1811 SUL ROSS ST, Houston, TX 77098",1,foundation,21,7,247,247,2027-05-14,2027-05-14,0,247
montrose,pmt_1744-harold-st,"1744 HAROLD ST, Houston, TX 77098",1,interior,65,0,70,70,2026-11-18,2026-11-18,0,70
montrose,pmt_1959-richmond-ave,"1959 RICHMOND AVE, Houston, TX 77098",1,framing,161,140,366,247,2027-09-10,2027-05-14,119,268
montrose,pmt_1819-branard-st,"1819 BRANARD ST, Houston, TX 77098",2,interior,54,0,81,81,2026-11-29,2026-11-29,0,81
montrose,pmt_3911-driscoll-st,"3911 DRISCOLL ST, Houston, TX 77098",1,mep_finals,26,5,26,26,2026-10-05,2026-10-05,0,26
montrose,pmt_4203-driscoll-st,"4203 DRISCOLL ST, Houston, TX 77098",2,complete,,0,,,2026-07-29,2026-07-29,,
montrose,pmt_1822-branard-st-a,"1822 BRANARD ST A, Houston, TX 77098",1,interior,9,0,126,126,2027-01-13,2027-01-13,0,126
montrose,pmt_1820-branard-st,"1820 BRANARD ST, Houston, TX 77098",1,interior,79,0,56,56,2026-11-04,2026-11-04,0,56
montrose,pmt_1802-portsmouth-st-d,"1802 PORTSMOUTH ST D, Houston, TX 77098",1,exterior,36,8,213,213,2027-04-10,2027-04-10,0,213
montrose,pmt_1802-portsmouth-st-c,"1802 PORTSMOUTH ST C, Houston, TX 77098",1,exterior,41,13,218,218,2027-04-15,2027-04-15,0,218
montrose,pmt_1802-portsmouth-st-b,"1802 PORTSMOUTH ST B, Houston, TX 77098",1,exterior,41,13,218,218,2027-04-15,2027-04-15,0,218
montrose,pmt_1802-portsmouth-st-a,"1802 PORTSMOUTH ST A, Houston, TX 77098",1,exterior,19,0,186,186,2027-03-14,2027-03-14,0,186
montrose,pmt_1744-norfolk-st,"1744 NORFOLK ST, Houston, TX 77098",1,framing,54,33,259,247,2027-05-26,2027-05-14,12,259
montrose,pmt_1720-kipling-st,"1720 KIPLING ST, Houston, TX 77098",1,framing,50,29,255,247,2027-05-22,2027-05-14,8,255
montrose,pmt_1016-ruthven-st-b,"1016 RUTHVEN ST B, Houston, TX 77019",2,complete,,0,,,2026-01-22,2026-01-22,,
montrose,pmt_1301-saulnier-st,"1301 SAULNIER ST, Houston, TX 77019",1,complete,,0,,,2025-10-14,2025-10-14,,
montrose,pmt_2025-fairview-st,"2025 FAIRVIEW ST, Houston, TX 77019",1,interior,0,0,135,135,2027-01-22,2027-01-22,0,135
montrose,pmt_1606-woodhead-st,"1606 WOODHEAD ST, Houston, TX 77019",1,complete,,0,,,2026-07-23,2026-07-23,,
montrose,pmt_1918-huldy-st,"1918 HULDY ST, Houston, TX 77019",1,interior,105,0,30,30,2026-10-09,2026-10-09,0,30
montrose,pmt_1906-driscoll-st,"1906 DRISCOLL ST, Houston, TX 77019",1,complete,,0,,,2026-07-08,2026-07-08,,
montrose,pmt_2424-elmen-st,"2424 ELMEN ST, Houston, TX 77019",1,mep_roughs,29,8,185,185,2027-03-13,2027-03-13,0,185
montrose,pmt_2413-brun-st-b,"2413 BRUN ST B, Houston, TX 77019",1,interior,111,0,24,24,2026-10-03,2026-10-03,0,24
montrose,pmt_2202-huldy-st,"2202 HULDY ST, Houston, TX 77019",2,interior,112,0,23,23,2026-10-02,2026-10-02,0,23
montrose,pmt_314-w-gray-st,"314 W GRAY ST, Houston, TX 77019",2,framing,54,33,259,247,2027-05-26,2027-05-14,12,259
montrose,pmt_1514-taft-st,"1514 TAFT ST, Houston, TX 77019",1,framing,54,33,259,247,2027-05-26,2027-05-14,12,259
montrose,pmt_1510-stanford-st,"1510 STANFORD ST, Houston, TX 77019",1,foundation,,0,,,,,,
montrose,pmt_2026-morse-st,"2026 MORSE ST, Houston, TX 77019",2,foundation,34,20,260,254,2027-05-27,2027-05-21,6,260
montrose,act_2221-morse,"2221 Morse Street, Houston, TX 77019",1,,,0,,,,,,
montrose,act_1918-woodhead,"1918 Woodhead Street, Houston, TX 77019",1,,,0,,,,,,
montrose,act_2408-driscoll,"2408 Driscoll Street, Houston, TX 77019",2,,,0,,,,,,
montrose,act_2411-hazard,"2411 Hazard Street, Houston, TX 77019",2,,,0,,,,,,
montrose,act_1810-hazard-a,"1810 Hazard Street Unit#A, Houston, TX 77019",2,,,0,,,,,,
montrose,act_409-w-saulnier,"409 W Saulnier Street, Houston, TX 77019",2,,,0,,,,,,
montrose,acq_1004-missouri-st,1004 Missouri St,1,,,0,,,,,,
montrose,acq_1120-welch-st,1120 Welch St,1,,,0,,,,,,
montrose,acq_1125-jackson-blvd,1125 Jackson Blvd,1,,,0,,,,,,
montrose,acq_1201-bomar-st,1201 Bomar St,1,,,0,,,,,,
montrose,acq_1209-bomar-st,1209 Bomar St,1,,,0,,,,,,
montrose,acq_1223-w-drew-st,1223 W Drew St,1,,,0,,,,,,
montrose,acq_1304-welch-st,1304 Welch St,1,,,0,,,,,,
montrose,acq_1304-willard-st,1304 Willard St,1,,,0,,,,,,
montrose,acq_1406-indiana-st,1406 Indiana St,1,,,0,,,,,,
montrose,acq_1512-w-alabama-st,1512 W Alabama St,1,,,0,,,,,,
montrose,acq_1516-w-alabama-st,1516 W Alabama St,1,,,0,,,,,,
montrose,acq_1523-nevada-st,1523 Nevada St,1,,,0,,,,,,
montrose,acq_1525-welch-st,1525 Welch St,1,,,0,,,,,,
montrose,acq_1610-harold-st,1610 Harold St,1,,,0,,,,,,
montrose,acq_1612-w-alabama-st,1612 W Alabama St,1,,,0,,,,,,
montrose,acq_1614-milford-st,1614 Milford St,1,,,0,,,,,,
montrose,acq_1621-cherryhurst-st,1621 Cherryhurst St,1,,,0,,,,,,
montrose,acq_1622-w-alabama-st,1622 W Alabama St,1,,,0,,,,,,
montrose,acq_1636-milford-st,1636 Milford St,1,,,0,,,,,,
montrose,acq_1643-richmond-ave,1643 Richmond Ave,1,,,0,,,,,,
montrose,acq_1647-richmond-ave,1647 Richmond Ave,1,,,0,,,,,,
montrose,acq_221-emerson-st,221 Emerson St,1,,,0,,,,,,
montrose,acq_2402-montrose-blvd-apt-2,2402 Montrose Blvd Apt 2,1,,,0,,,,,,
montrose,acq_3718-mount-vernon-st,3718 Mount Vernon St,1,,,0,,,,,,
montrose,acq_405-welch-st,405 Welch St,1,,,0,,,,,,
montrose,acq_4409-greeley-st,4409 Greeley St,1,,,0,,,,,,
montrose,acq_4510-yoakum-blvd,4510 Yoakum Blvd,1,,,0,,,,,,
montrose,acq_608-peden-st,608 Peden St,1,,,0,,,,,,
montrose,acq_614-colquitt-st,614 Colquitt St,1,,,0,,,,,,
montrose,acq_922-peden-st,922 Peden St,1,,,0,,,,,,
montrose,acq_1236-w-gray-st,1236 W Gray St,1,,,0,,,,,,
montrose,acq_1302-waugh-dr,1302 Waugh Dr,1,,,0,,,,,,
montrose,acq_1501-victor-st,1501 Victor St,1,,,0,,,,,,
montrose,acq_1511-andrews-st,1511 Andrews St,1,,,0,,,,,,
montrose,acq_1906-woodhead-st,1906 Woodhead St,1,,,0,,,,,,
montrose,acq_1907-bellmeade-st,1907 Bellmeade St,1,,,0,,,,,,
montrose,acq_1918-huldy-st,1918 Huldy St,1,,,0,,,,,,
montrose,acq_2204-inwood-dr,2204 Inwood Dr,1,,,0,,,,,,
montrose,acq_2411-stanmore-dr,2411 Stanmore Dr,1,,,0,,,,,,
montrose,acq_2415-elmen-st,2415 Elmen St,1,,,0,,,,,,
montrose,acq_2440-inwood-dr,2440 Inwood Dr,1,,,0,,,,,,
montrose,acq_2509-dickey-pl,2509 Dickey Pl,1,,,0,,,,,,
montrose,acq_2525-inwood-dr,2525 Inwood Dr,1,,,0,,,,,,
montrose,acq_3020-ella-lee-ln,3020 Ella Lee Ln,1,,,0,,,,,,
montrose,acq_3112-locke-ln,3112 Locke Ln,1,,,0,,,,,,
montrose,acq_318-w-clay-st,318 W Clay St,1,,,0,,,,,,
montrose,acq_35-tiel-way,35 Tiel Way,1,,,0,,,,,,
montrose,acq_3665-knollwood-st,3665 Knollwood St,1,,,0,,,,,,
montrose,acq_3747-chevy-chase-dr,3747 Chevy Chase Dr,1,,,0,,,,,,
montrose,acq_3831-del-monte-dr,3831 Del Monte Dr,1,,,0,,,,,,
montrose,acq_3910-willowick-rd,3910 Willowick Rd,1,,,0,,,,,,
montrose,acq_402-w-bell-st,402 W Bell St,1,,,0,,,,,,
montrose,acq_516-w-pierce-st,516 W Pierce St,1,,,0,,,,,,
montrose,acq_614-w-gray-st,614 W Gray St,1,,,0,,,,,,
montrose,acq_902-s-shepherd-dr,902 S Shepherd Dr,1,,,0,,,,,,
montrose,acq_1719-kipling-st,1719 Kipling St,1,,,0,,,,,,
montrose,acq_1720-kipling-st,1720 Kipling St,1,,,0,,,,,,
montrose,acq_1744-harold-st,1744 Harold St,1,,,0,,,,,,
montrose,acq_1745-w-alabama-st,1745 W Alabama St,1,,,0,,,,,,
montrose,acq_1749-w-alabama-st,1749 W Alabama St,1,,,0,,,,,,
montrose,acq_1802-portsmouth-st,1802 Portsmouth St,1,,,0,,,,,,
montrose,acq_1907-sul-ross-st,1907 Sul Ross St,1,,,0,,,,,,
montrose,acq_1911-milford-st,1911 Milford St,1,,,0,,,,,,
montrose,acq_1916-hawthorne-st,1916 Hawthorne St,1,,,0,,,,,,
montrose,acq_1956-portsmouth-st,1956 Portsmouth St,1,,,0,,,,,,
montrose,acq_2016-milford-st,2016 Milford St,1,,,0,,,,,,
montrose,acq_2021-south-blvd,2021 South Blvd,1,,,0,,,,,,
montrose,acq_2046-w-main-st,2046 W Main St,1,,,0,,,,,,
montrose,acq_2122-north-blvd,2122 North Blvd,1,,,0,,,,,,
montrose,acq_2125-branard-st,2125 Branard St,1,,,0,,,,,,
montrose,acq_2127-milford-st,2127 Milford St,1,,,0,,,,,,
montrose,acq_2201-bartlett-st,2201 Bartlett St,1,,,0,,,,,,
montrose,acq_2244-north-blvd,2244 North Blvd,1,,,0,,,,,,
montrose,acq_2328-south-blvd,2328 South Blvd,1,,,0,,,,,,
montrose,acq_2332-bartlett-st,2332 Bartlett St,1,,,0,,,,,,
montrose,acq_2332-south-blvd,2332 South Blvd,1,,,0,,,,,,
montrose,acq_2336-bartlett-st,2336 Bartlett St,1,,,0,,,,,,
montrose,acq_2343-north-blvd,2343 North Blvd,1,,,0,,,,,,
montrose,acq_2630-persa-st,2630 Persa St,1,,,0,,,,,,
montrose,acq_2638-persa-st,2638 Persa St,1,,,0,,,,,,
montrose,acq_3103-ferndale-st,3103 Ferndale St,1,,,0,,,,,,
montrose,acq_3310-ferndale-st,3310 Ferndale St,1,,,0,,,,,,
montrose,acq_3319-bammel-ln,3319 Bammel Ln,1,,,0,,,,,,
montrose,pmt_4813-milam-st-77006,"4813 Milam St, Houston, TX 77006",1,foundation,22,8,248,248,2027-05-15,2027-05-15,0,248
montrose,pmt_1408-indiana-st-b-77006,"1408 Indiana St B, Houston, TX 77006",1,framing,22,1,227,227,2027-04-24,2027-04-24,0,227
montrose,pmt_418-w-saulnier-st-77019,"418 W Saulnier St, Houston, TX 77019",1,foundation,15,1,241,241,2027-05-08,2027-05-08,0,241
montrose,pmt_416-w-saulnier-st-77019,"416 W Saulnier St, Houston, TX 77019",1,foundation,15,1,241,241,2027-05-08,2027-05-08,0,241
montrose,pmt_608-w-saulnier-st-77019,"608 W Saulnier St, Houston, TX 77019",1,foundation,1,0,239,239,2027-05-06,2027-05-06,0,239
montrose,pmt_606-w-saulnier-st-77019,"606 W Saulnier St, Houston, TX 77019",1,foundation,1,0,239,239,2027-05-06,2027-05-06,0,239
montrose,pmt_410-w-saulnier-st-77019,"410 W Saulnier St, Houston, TX 77019",1,foundation,15,1,241,241,2027-05-08,2027-05-08,0,241
montrose,pmt_412-w-saulnier-st-77019,"412 W Saulnier St, Houston, TX 77019",1,foundation,15,1,241,241,2027-05-08,2027-05-08,0,241
montrose,pmt_1715-harold-st-77098,"1715 Harold St, Houston, TX 77098",1,foundation,19,5,245,245,2027-05-12,2027-05-12,0,245
riveroaks,act_2217-pelham,"2217 Pelham Drive, Houston, TX 77019",1,,,0,,,,,,
riveroaks,act_2247-chilton,"2247 Chilton Road, Houston, TX 77019",1,,,0,,,,,,
riveroaks,act_3717-chevy-chase,"3717 Chevy Chase Drive, Houston, TX 77019",1,,,0,,,,,,
riveroaks,act_4-west,"4 West Lane, Houston, TX 77019",1,,,0,,,,,,
riveroaks,act_2321-claremont,"2321 Claremont Lane, Houston, TX 77019",1,,,0,,,,,,
riveroaks,pmt_2235-brentwood,"2235 Brentwood Dr, Houston, TX 77019",1,interior,114,0,21,21,2026-09-30,2026-09-30,0,21
riveroaks,pmt_3438-chevy-chase,"3438 Chevy Chase Dr, Houston, TX 77019",1,foundation,134,120,360,254,2027-09-04,2027-05-21,106,268
riveroaks,pmt_2260-pine-valley,"2260 Pine Valley Dr, Houston, TX 77019",1,exterior,9,0,196,196,2027-03-24,2027-03-24,0,196
riveroaks,pmt_3843-del-monte,"3843 Del Monte Dr, Houston, TX 77019",1,exterior,19,0,186,186,2027-03-14,2027-03-14,0,186
riveroaks,pmt_2505-inwood,"2505 Inwood Dr, Houston, TX 77019",1,interior,9,0,126,126,2027-01-13,2027-01-13,0,126
riveroaks,pmt_3482-inwood,"3482 Inwood Dr, Houston, TX 77019",1,foundation,,0,,,,,,
riveroaks,pmt_3713-chevy-chase,"3713 Chevy Chase Dr, Houston, TX 77019",1,interior,92,0,43,43,2026-10-22,2026-10-22,0,43
riveroaks,pmt_3030-ella-lee,"3030 Ella Lee Ln, Houston, TX 77019",1,mep_roughs,135,114,291,198,2027-06-27,2027-03-26,93,219
riveroaks,pmt_3729-del-monte,"3729 Del Monte Dr, Houston, TX 77019",1,exterior,28,0,177,177,2027-03-05,2027-03-05,0,177
riveroaks,pmt_1817-sharp,"1817 Sharp Place, Houston, TX 77019",1,foundation,,0,,,,,,
riveroaks,pmt_2121-inwood,"2121 Inwood Dr, Houston, TX 77019",1,exterior,12,0,193,193,2027-03-21,2027-03-21,0,193
riveroaks,acq_3714-inwood-dr,3714 Inwood Dr,1,,,0,,,,,,
riveroaks,acq_3620-piping-rock-ln,3620 Piping Rock Ln,1,,,0,,,,,,
riveroaks,acq_1907-bellmeade-st,1907 Bellmeade St,1,,,0,,,,,,
riveroaks,acq_3112-locke-ln,3112 Locke Ln,1,,,0,,,,,,
riveroaks,acq_3665-knollwood-st,3665 Knollwood St,1,,,0,,,,,,
riveroaks,acq_3910-willowick-rd,3910 Willowick Rd,1,,,0,,,,,,
riveroaks,acq_3747-chevy-chase-dr,3747 Chevy Chase Dr,1,,,0,,,,,,
riveroaks,acq_3713-chevy-chase-dr,3713 Chevy Chase Dr,1,,,0,,,,,,
riveroaks,acq_3831-del-monte-dr,3831 Del Monte Dr,1,,,0,,,,,,
riveroaks,acq_2204-inwood-dr,2204 Inwood Dr,1,,,0,,,,,,
riveroaks,acq_2440-inwood-dr,2440 Inwood Dr,1,,,0,,,,,,
riveroaks,acq_2525-inwood-dr,2525 Inwood Dr,1,,,0,,,,,,
riveroaks,acq_2411-stanmore-dr,2411 Stanmore Dr,1,,,0,,,,,,
riveroaks,acq_3643-overbrook-ln,3643 Overbrook Ln,1,,,0,,,,,,
riveroaks,acq_3615-overbrook-ln,3615 Overbrook Ln,1,,,0,,,,,,
riveroaks,acq_3632-locke-ln,3632 Locke Ln,1,,,0,,,,,,
riveroaks,acq_2014-timber-ln,2014 Timber Ln,1,,,0,,,,,,
riveroaks,acq_2401-maconda-ln,2401 Maconda Ln,1,,,0,,,,,,
riveroaks,acq_3806-wickersham-ln,3806 Wickersham Ln,1,,,0,,,,,,
riveroaks,acq_3020-ella-lee-ln,3020 Ella Lee Ln,1,,,0,,,,,,
riveroaks,acq_2509-dickey-pl,2509 Dickey Pl,1,,,0,,,,,,
riveroaks,acq_4033-piping-rock-ln,4033 Piping Rock Ln,1,,,0,,,,,,
riveroaks,pmt_3024-chevy-chase-dr-77019,"3024 Chevy Chase Dr, Houston, TX 77019",1,foundation,,0,,,,,,
riveroaks,pmt_2433-inwood-dr-77019,"2433 Inwood Dr, Houston, TX 77019",1,foundation,,0,,,,,,
springbranch,act_2211-silverbonnet,"2211 Silverbonnet Street, Houston, TX",1,,,0,,,,,,
springbranch,act_2207-silverbonnet,"2207 Silverbonnet Street, Houston, TX",1,,,0,,,,,,
springbranch,act_2139-counter-point,"2139 Counter Point Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_3406-asher-landing,"3406 Asher Landing Ln, Houston, TX",1,,,0,,,,,,
springbranch,act_9849-mocking-bird-hill,"9849 Mocking Bird Hill Lane, Houston, TX",1,,,0,,,,,,
springbranch,act_8810-carousel-a,"8810 Carousel Lane A, Houston, TX",1,,,0,,,,,,
springbranch,act_9630-vilven,"9630 Vilven Lane, Houston, TX",1,,,0,,,,,,
springbranch,act_9537-kerrwood,"9537 Kerrwood Lane, Houston, TX",1,complete,,0,,,2026-03-12,2026-03-12,,
springbranch,act_9603-carousel,"9603 Carousel Lane, Houston, TX",1,complete,,0,,,2026-03-23,2026-03-23,,
springbranch,act_8006-longridge,"8006 Longridge Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_9541-kerrwood,"9541 Kerrwood Lane, Houston, TX",1,interior,127,13,148,148,2027-02-04,2027-02-04,0,148
springbranch,act_7938-turquoise,"7938 Turquoise Lane, Houston, TX",1,,,0,,,,,,
springbranch,act_1946-pech,"1946 Pech Road, Houston, TX",1,mep_finals,1,0,20,20,2026-09-29,2026-09-29,0,20
springbranch,act_8025-cedel,"8025 Cedel Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_8550-montridge,"8550 Montridge Drive, Houston, TX",1,interior,103,0,32,32,2026-10-11,2026-10-11,0,32
springbranch,act_10418-brinwood,"10418 Brinwood Drive, Houston, TX",1,mep_finals,44,23,44,42,2026-10-23,2026-10-21,2,44
springbranch,act_1634-antoine,"1634 ANTOINE, Houston, TX",1,mep_finals,128,107,128,42,2027-01-15,2026-10-21,86,63
springbranch,act_1720-huge-oaks,"1720 Huge Oaks Street, Houston, TX",1,,,0,,,,,,
springbranch,act_1922-norcrest,"1922 Norcrest Dr Drive, Houston, TX",1,mep_finals,124,103,124,42,2027-01-11,2026-10-21,82,63
springbranch,act_8021-turquoise,"8021 Turquoise Lane, Houston, TX",1,,,0,,,,,,
springbranch,act_1717-monarch-oaks,"1717 Monarch Oaks Street, Houston, TX",1,,,0,,,,,,
springbranch,act_7407-janak,"7407 Janak Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_2311-hollister,"2311 Hollister Street, Houston, TX",1,interior,194,80,215,215,2027-04-12,2027-04-12,0,215
springbranch,act_2309-hollister,"2309 Hollister Street, Houston, TX",1,interior,194,80,215,215,2027-04-12,2027-04-12,0,215
springbranch,act_1504-story,"1504 Story Street, Houston, TX",1,,,0,,,,,,
springbranch,act_1302-springrock,"1302 Springrock Lane, Houston, TX",1,,,0,,,,,,
springbranch,act_9909-larston,"9909 Larston Street, Houston, TX",1,,,0,,,,,,
springbranch,act_7414-schiller,"7414 Schiller Street, Houston, TX",1,mep_finals,236,215,236,42,2027-05-03,2026-10-21,194,63
springbranch,act_1731-benbow,"1731 Benbow Way, Houston, TX",1,,,0,,,,,,
springbranch,act_1457-confederate,"1457 Confederate Road, Houston, TX",1,exterior,1,0,204,204,2027-04-01,2027-04-01,0,204
springbranch,act_9756-westview,"9756 Westview Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_7119-housman,"7119 Housman Street, Houston, TX",1,complete,,0,,,2026-07-21,2026-07-21,,
springbranch,act_1306-zora,"1306 Zora Street, Houston, TX",1,interior,230,116,251,249,2027-05-18,2027-05-16,2,251
springbranch,act_7006-schiller,"7006 Schiller Street, Houston, TX",1,,,0,,,,,,
springbranch,act_1730-parana,"1730 Parana Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_9926-warwana,"9926 Warwana Road, Houston, TX",1,,,0,,,,,,
springbranch,act_9349-leto,"9349 Leto Road, Houston, TX",1,,,0,,,,,,
springbranch,act_7218-schiller,"7218 Schiller Street, Houston, TX",1,,,0,,,,,,
springbranch,act_1116-oak-tree,"1116 Oak Tree Drive, Houston, TX",1,interior,27,0,108,108,2026-12-26,2026-12-26,0,108
springbranch,act_1730-bayram,"1730 Bayram Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_1734-hollister,"1734 Hollister Street, Houston, TX",1,mep_finals,1,0,20,20,2026-09-29,2026-09-29,0,20
springbranch,act_1610-lynnview,"1610 Lynnview Drive, Houston, TX",1,,,0,,,,,,
springbranch,act_7905-westwood,"7905 Westwood Drive, Houston, TX",1,interior,152,38,173,173,2027-03-01,2027-03-01,0,173
springbranch,act_2629-lake-kolbe,"2629 Lake Kolbe Lane, Houston, TX",1,complete,,0,,,2026-09-03,2026-09-03,,
springbranch,act_2739-lake-kolbe,"2739 Lake Kolbe Lane, Houston, TX",1,framing,8,0,218,218,2027-04-15,2027-04-15,0,218
springbranch,act_8017-turquoise,"8017 Turquoise Lane, Houston, TX",1,complete,,0,,,2026-08-17,2026-08-17,,
springbranch,act_8033-ridgeview,"8033 Ridgeview Drive, Houston, TX",1,mep_finals,35,14,35,35,2026-10-14,2026-10-14,0,35
springbranch,act_1941-coulcrest,"1941 Coulcrest Drive, Houston, TX",1,mep_finals,13,0,8,8,2026-09-17,2026-09-17,0,8
springbranch,act_8306-western,"8306 Western Drive, Houston, TX",1,interior,128,14,149,149,2027-02-05,2027-02-05,0,149
springbranch,act_9350-rosstown,"9350 Rosstown Way, Houston, TX",1,interior,135,21,156,156,2027-02-12,2027-02-12,0,156
springbranch,act_9713-larston,"9713 Larston Street, Houston, TX",1,mep_finals,76,55,76,42,2026-11-24,2026-10-21,34,63
springbranch,act_1502-story,"1502 Story Street, Houston, TX",1,,,0,,,,,,
springbranch,act_6533-corbin,"6533 Corbin Street, Houston, TX",1,,,0,,,,,,
springbranch,act_9626-panola,"9626 Panola Way, Houston, TX",1,interior,16,0,119,119,2027-01-06,2027-01-06,0,119
springbranch,act_1707-bayram,"1707 Bayram Drive, Houston, TX",1,mep_finals,0,0,21,21,2026-09-30,2026-09-30,0,21
springbranch,act_2102-red-cedar-ridge,"2102 Red Cedar Ridge Way, Houston, TX",1,,,0,,,,,,
springbranch,act_1938-laverne,"1938 Laverne Street, Houston, TX",1,,,0,,,,,,
